ent_station,ext_station,ent_time_period,riders_average_saturday,trip_length
eastern market,vienna,PM Peak,20.5,14
eastern market,virginia square gmu,PM Peak,12.0,9
eastern market,waterfront,PM Peak,8.75,4
eastern market,west falls church,PM Peak,14.25,12
eastern market,west hyattsville,PM Peak,1.75,12
eastern market,wheaton,PM Peak,4.0,15
eastern market,north bethesda,PM Peak,4.75,17
eastern market,woodley park,PM Peak,23.5,9
eisenhower avenue,addison road,PM Peak,1.0,16
eisenhower avenue,anacostia,PM Peak,3.0,11
eisenhower avenue,archives,PM Peak,18.25,9
eisenhower avenue,arlington cemetery,PM Peak,2.25,8
eisenhower avenue,ballston-mu,PM Peak,1.5,13
eisenhower avenue,benning road,PM Peak,1.75,14
eisenhower avenue,bethesda,PM Peak,1.25,19
eisenhower avenue,braddock road,PM Peak,8.0,2
eisenhower avenue,branch avenue,PM Peak,3.25,16
eisenhower avenue,brookland cua,PM Peak,0.5,15
eisenhower avenue,capitol heights,PM Peak,1.25,15
eisenhower avenue,capitol south,PM Peak,3.25,10
eisenhower avenue,clarendon,PM Peak,3.75,11
eisenhower avenue,cleveland park,PM Peak,0.5,15
eisenhower avenue,columbia heights,PM Peak,4.0,14
eisenhower avenue,congress heights,PM Peak,0.25,12
eisenhower avenue,court house,PM Peak,1.25,10
eisenhower avenue,crystal city,PM Peak,8.75,5
eisenhower avenue,deanwood,PM Peak,0.5,15
eisenhower avenue,dupont circle,PM Peak,8.25,13
eisenhower avenue,east falls church,PM Peak,0.5,14
eisenhower avenue,eastern market,PM Peak,2.0,11
eisenhower avenue,eisenhower avenue,PM Peak,3.75,0
eisenhower avenue,farragut north,PM Peak,1.5,12
eisenhower avenue,farragut west,PM Peak,0.75,11
eisenhower avenue,federal triangle,PM Peak,4.75,10
eisenhower avenue,foggy bottom gwu,PM Peak,6.25,10
eisenhower avenue,fort totten,PM Peak,1.5,16
eisenhower avenue,franconia springfield,PM Peak,2.0,3
eisenhower avenue,friendship heights,PM Peak,0.5,18
eisenhower avenue,gallery place,PM Peak,28.25,10
eisenhower avenue,georgia avenue petworth,PM Peak,1.75,15
eisenhower avenue,glenmont,PM Peak,2.5,21
eisenhower avenue,greenbelt,PM Peak,0.5,20
eisenhower avenue,huntington,PM Peak,23.5,1
eisenhower avenue,king street old town,PM Peak,23.25,1
eisenhower avenue,largo,PM Peak,1.0,18
eisenhower avenue,l'enfant plaza,PM Peak,15.0,8
eisenhower avenue,mcpherson square,PM Peak,5.5,12
eisenhower avenue,medical center,PM Peak,0.75,20
eisenhower avenue,metro center,PM Peak,2.5,11
eisenhower avenue,minnesota avenue,PM Peak,0.75,14
eisenhower avenue,mount vernon square,PM Peak,3.5,11
eisenhower avenue,navy yard ballpark,PM Peak,37.0,10
eisenhower avenue,naylor road,PM Peak,1.25,14
eisenhower avenue,new carrollton,PM Peak,1.5,18
eisenhower avenue,pentagon,PM Peak,2.75,7
eisenhower avenue,pentagon city,PM Peak,34.5,6
eisenhower avenue,potomac avenue,PM Peak,2.75,12
eisenhower avenue,hyattsville crossing,PM Peak,1.5,18
eisenhower avenue,national airport,PM Peak,3.5,4
eisenhower avenue,rhode island avenue,PM Peak,0.25,14
eisenhower avenue,rosslyn,PM Peak,1.75,9
eisenhower avenue,shady grove,PM Peak,2.75,25
eisenhower avenue,shaw howard university,PM Peak,2.75,12
eisenhower avenue,silver spring,PM Peak,0.25,18
eisenhower avenue,smithsonian,PM Peak,10.5,9
eisenhower avenue,southern avenue,PM Peak,3.0,13
eisenhower avenue,stadium armory,PM Peak,4.0,13
eisenhower avenue,suitland,PM Peak,4.0,15
eisenhower avenue,takoma,PM Peak,0.75,17
eisenhower avenue,tenleytown au,PM Peak,1.0,17
eisenhower avenue,twinbrook,PM Peak,0.25,23
eisenhower avenue,u street,PM Peak,7.75,13
eisenhower avenue,union station,PM Peak,4.75,12
eisenhower avenue,van dorn street,PM Peak,3.0,2
eisenhower avenue,van ness udc,PM Peak,0.5,16
eisenhower avenue,vienna,PM Peak,0.25,17
eisenhower avenue,virginia square gmu,PM Peak,0.25,12
eisenhower avenue,waterfront,PM Peak,1.25,9
eisenhower avenue,west hyattsville,PM Peak,0.5,17
eisenhower avenue,wheaton,PM Peak,0.5,20
eisenhower avenue,north bethesda,PM Peak,0.75,22
eisenhower avenue,woodley park,PM Peak,2.25,14
farragut north,addison road,PM Peak,3.75,12
farragut north,anacostia,PM Peak,11.25,7
farragut north,archives,PM Peak,6.0,3
farragut north,arlington cemetery,PM Peak,3.0,6
farragut north,ballston-mu,PM Peak,3.75,9
farragut north,benning road,PM Peak,4.75,10
farragut north,bethesda,PM Peak,73.5,7
farragut north,braddock road,PM Peak,4.0,10
farragut north,branch avenue,PM Peak,13.75,12
farragut north,brookland cua,PM Peak,30.75,7
farragut north,capitol heights,PM Peak,0.25,11
farragut north,capitol south,PM Peak,3.0,6
farragut north,cheverly,PM Peak,0.5,12
farragut north,clarendon,PM Peak,1.75,7
farragut north,cleveland park,PM Peak,46.0,3
farragut north,college park university of maryland,PM Peak,6.75,11
farragut north,columbia heights,PM Peak,22.25,6
farragut north,congress heights,PM Peak,4.75,8
farragut north,court house,PM Peak,1.75,6
farragut north,crystal city,PM Peak,11.25,7
farragut north,deanwood,PM Peak,1.75,11
farragut north,dunn loring,PM Peak,3.75,12
farragut north,dupont circle,PM Peak,40.5,1
farragut north,east falls church,PM Peak,6.0,10
farragut north,eastern market,PM Peak,6.25,7
farragut north,eisenhower avenue,PM Peak,5.5,12
farragut north,farragut north,PM Peak,38.0,0
farragut north,federal center sw,PM Peak,0.75,5
farragut north,federal triangle,PM Peak,6.25,2
farragut north,foggy bottom gwu,PM Peak,9.75,4
farragut north,forest glen,PM Peak,12.0,11
farragut north,fort totten,PM Peak,75.0,8
farragut north,franconia springfield,PM Peak,9.5,13
farragut north,friendship heights,PM Peak,60.25,6
farragut north,gallery place,PM Peak,120.0,2
farragut north,georgia avenue petworth,PM Peak,14.75,7
farragut north,glenmont,PM Peak,32.25,13
farragut north,greenbelt,PM Peak,15.25,12
farragut north,grosvenor strathmore,PM Peak,43.25,9
farragut north,huntington,PM Peak,8.25,13
farragut north,judiciary square,PM Peak,12.5,3
farragut north,king street old town,PM Peak,10.0,11
farragut north,landover,PM Peak,1.0,13
farragut north,largo,PM Peak,1.25,14
farragut north,l'enfant plaza,PM Peak,7.5,4
farragut north,medical center,PM Peak,11.75,8
farragut north,metro center,PM Peak,53.75,1
farragut north,minnesota avenue,PM Peak,3.75,10
farragut north,morgan boulevard,PM Peak,0.5,13
farragut north,mount vernon square,PM Peak,6.5,3
farragut north,navy yard ballpark,PM Peak,27.0,6
farragut north,naylor road,PM Peak,3.75,10
farragut north,new carrollton,PM Peak,11.5,14
farragut north,noma gallaudet u,PM Peak,23.5,5
farragut north,pentagon,PM Peak,5.0,5
farragut north,pentagon city,PM Peak,38.5,6
farragut north,potomac avenue,PM Peak,2.25,8
farragut north,hyattsville crossing,PM Peak,10.0,10
farragut north,national airport,PM Peak,3.25,8
farragut north,rhode island avenue,PM Peak,33.25,6
farragut north,rockville,PM Peak,25.25,12
farragut north,rosslyn,PM Peak,7.0,5
farragut north,shady grove,PM Peak,76.5,13
farragut north,shaw howard university,PM Peak,8.0,4
farragut north,silver spring,PM Peak,73.5,10
farragut north,smithsonian,PM Peak,22.25,3
farragut north,southern avenue,PM Peak,13.0,9
farragut north,stadium armory,PM Peak,3.75,9
farragut north,suitland,PM Peak,11.5,11
farragut north,takoma,PM Peak,41.5,9
farragut north,tenleytown au,PM Peak,40.5,5
farragut north,twinbrook,PM Peak,18.0,11
farragut north,u street,PM Peak,17.25,5
farragut north,union station,PM Peak,106.5,4
farragut north,van dorn street,PM Peak,0.75,12
farragut north,van ness udc,PM Peak,56.0,4
farragut north,vienna,PM Peak,13.0,13
farragut north,virginia square gmu,PM Peak,1.75,8
farragut north,waterfront,PM Peak,11.5,5
farragut north,west falls church,PM Peak,5.0,11
farragut north,west hyattsville,PM Peak,9.75,9
farragut north,wheaton,PM Peak,25.75,12
farragut north,north bethesda,PM Peak,16.75,10
farragut north,woodley park,PM Peak,78.5,2
farragut west,addison road,PM Peak,8.25,13
farragut west,anacostia,PM Peak,9.5,8
farragut west,archives,PM Peak,3.25,4
farragut west,arlington cemetery,PM Peak,15.5,3
farragut west,ballston-mu,PM Peak,87.75,6
farragut west,benning road,PM Peak,8.25,11
farragut west,bethesda,PM Peak,2.5,10
farragut west,braddock road,PM Peak,24.0,9
farragut west,branch avenue,PM Peak,5.0,13
farragut west,brookland cua,PM Peak,0.5,8
farragut west,capitol heights,PM Peak,1.75,12
farragut west,capitol south,PM Peak,20.0,7
farragut west,cheverly,PM Peak,2.75,13
farragut west,clarendon,PM Peak,44.25,4
farragut west,college park university of maryland,PM Peak,1.75,12
farragut west,columbia heights,PM Peak,5.75,7
farragut west,congress heights,PM Peak,1.25,9
farragut west,court house,PM Peak,62.25,3
farragut west,crystal city,PM Peak,59.75,6
farragut west,deanwood,PM Peak,4.25,12
farragut west,dunn loring,PM Peak,39.25,9
farragut west,dupont circle,PM Peak,3.5,4
farragut west,east falls church,PM Peak,42.5,7
farragut west,eastern market,PM Peak,43.5,8
farragut west,eisenhower avenue,PM Peak,3.75,11
farragut west,farragut north,PM Peak,0.25,3
farragut west,farragut west,PM Peak,17.0,0
farragut west,federal center sw,PM Peak,10.5,6
farragut west,federal triangle,PM Peak,9.0,3
farragut west,foggy bottom gwu,PM Peak,32.25,1
farragut west,fort totten,PM Peak,11.75,9
farragut west,franconia springfield,PM Peak,42.0,12
farragut west,friendship heights,PM Peak,0.25,9
farragut west,gallery place,PM Peak,10.75,3
farragut west,georgia avenue petworth,PM Peak,1.25,8
farragut west,glenmont,PM Peak,1.0,14
farragut west,greenbelt,PM Peak,3.0,13
farragut west,grosvenor strathmore,PM Peak,1.0,12
farragut west,huntington,PM Peak,11.0,12
farragut west,judiciary square,PM Peak,0.5,4
farragut west,king street old town,PM Peak,41.75,10
farragut west,landover,PM Peak,2.5,14
farragut west,largo,PM Peak,11.75,15
farragut west,l'enfant plaza,PM Peak,10.5,5
farragut west,mcpherson square,PM Peak,1.75,1
farragut west,medical center,PM Peak,0.25,11
farragut west,metro center,PM Peak,15.25,2
farragut west,minnesota avenue,PM Peak,5.75,11
farragut west,morgan boulevard,PM Peak,2.75,14
farragut west,mount vernon square,PM Peak,0.5,4
farragut west,navy yard ballpark,PM Peak,11.5,7
farragut west,naylor road,PM Peak,3.75,11
farragut west,new carrollton,PM Peak,29.75,15
farragut west,noma gallaudet u,PM Peak,2.0,6
farragut west,pentagon,PM Peak,21.5,4
farragut west,pentagon city,PM Peak,105.0,5
farragut west,potomac avenue,PM Peak,16.25,9
farragut west,hyattsville crossing,PM Peak,2.25,11
farragut west,national airport,PM Peak,12.25,7
farragut west,rhode island avenue,PM Peak,1.5,7
farragut west,rockville,PM Peak,1.25,15
farragut west,rosslyn,PM Peak,76.0,2
farragut west,shady grove,PM Peak,2.5,16
farragut west,shaw howard university,PM Peak,1.25,5
farragut west,silver spring,PM Peak,4.75,11
farragut west,smithsonian,PM Peak,31.5,4
farragut west,southern avenue,PM Peak,5.0,10
farragut west,stadium armory,PM Peak,32.0,10
farragut west,suitland,PM Peak,5.75,12
farragut west,takoma,PM Peak,0.75,10
farragut west,tenleytown au,PM Peak,1.0,8
farragut west,twinbrook,PM Peak,0.75,14
farragut west,u street,PM Peak,4.25,6
farragut west,union station,PM Peak,7.0,5
farragut west,van dorn street,PM Peak,16.0,11
farragut west,van ness udc,PM Peak,1.25,7
farragut west,vienna,PM Peak,74.5,10
farragut west,virginia square gmu,PM Peak,31.0,5
farragut west,waterfront,PM Peak,9.25,6
farragut west,west falls church,PM Peak,41.75,8
farragut west,west hyattsville,PM Peak,0.75,10
farragut west,north bethesda,PM Peak,2.25,13
farragut west,woodley park,PM Peak,3.0,5
federal center sw,addison road,PM Peak,3.75,7
federal center sw,anacostia,PM Peak,1.25,4
federal center sw,archives,PM Peak,0.75,2
federal center sw,arlington cemetery,PM Peak,11.0,3
federal center sw,ballston-mu,PM Peak,11.25,8
federal center sw,benning road,PM Peak,4.5,5
federal center sw,bethesda,PM Peak,9.5,12
federal center sw,braddock road,PM Peak,2.25,7
federal center sw,branch avenue,PM Peak,2.0,9
federal center sw,brookland cua,PM Peak,2.0,8
federal center sw,capitol heights,PM Peak,2.0,6
federal center sw,capitol south,PM Peak,2.0,1
federal center sw,cheverly,PM Peak,1.25,7
federal center sw,clarendon,PM Peak,6.75,6
federal center sw,cleveland park,PM Peak,3.0,8
federal center sw,college park university of maryland,PM Peak,3.25,12
federal center sw,columbia heights,PM Peak,3.5,7
federal center sw,congress heights,PM Peak,0.25,5
federal center sw,court house,PM Peak,13.25,5
federal center sw,crystal city,PM Peak,20.75,4
federal center sw,deanwood,PM Peak,1.0,6
federal center sw,dunn loring,PM Peak,9.5,11
federal center sw,dupont circle,PM Peak,30.0,6
federal center sw,east falls church,PM Peak,9.0,9
federal center sw,eastern market,PM Peak,23.5,2
federal center sw,eisenhower avenue,PM Peak,2.25,9
federal center sw,farragut north,PM Peak,4.5,5
federal center sw,farragut west,PM Peak,17.75,6
federal center sw,federal center sw,PM Peak,7.0,0
federal center sw,federal triangle,PM Peak,22.25,3
federal center sw,foggy bottom gwu,PM Peak,57.75,5
federal center sw,forest glen,PM Peak,0.25,12
federal center sw,fort totten,PM Peak,5.25,9
federal center sw,franconia springfield,PM Peak,21.5,10
federal center sw,friendship heights,PM Peak,5.5,11
federal center sw,gallery place,PM Peak,17.5,3
federal center sw,georgia avenue petworth,PM Peak,3.5,8
federal center sw,glenmont,PM Peak,2.5,14
federal center sw,greenbelt,PM Peak,1.5,13
federal center sw,grosvenor strathmore,PM Peak,4.5,14
federal center sw,huntington,PM Peak,4.25,10
federal center sw,judiciary square,PM Peak,0.25,4
federal center sw,king street old town,PM Peak,14.25,8
federal center sw,landover,PM Peak,3.0,8
federal center sw,largo,PM Peak,3.75,9
federal center sw,l'enfant plaza,PM Peak,1.25,1
federal center sw,mcpherson square,PM Peak,20.75,5
federal center sw,medical center,PM Peak,2.25,13
federal center sw,metro center,PM Peak,30.5,4
federal center sw,minnesota avenue,PM Peak,2.75,5
federal center sw,morgan boulevard,PM Peak,0.5,8
federal center sw,mount vernon square,PM Peak,2.25,4
federal center sw,navy yard ballpark,PM Peak,8.0,3
federal center sw,new carrollton,PM Peak,26.0,9
federal center sw,noma gallaudet u,PM Peak,4.75,6
federal center sw,pentagon,PM Peak,6.0,2
federal center sw,pentagon city,PM Peak,25.75,3
federal center sw,potomac avenue,PM Peak,4.75,3
federal center sw,hyattsville crossing,PM Peak,0.5,11
federal center sw,national airport,PM Peak,2.5,5
federal center sw,rhode island avenue,PM Peak,2.25,7
federal center sw,rockville,PM Peak,1.5,17
federal center sw,rosslyn,PM Peak,24.0,4
federal center sw,shady grove,PM Peak,7.75,18
federal center sw,shaw howard university,PM Peak,1.75,5
federal center sw,silver spring,PM Peak,6.5,11
federal center sw,smithsonian,PM Peak,17.75,2
federal center sw,southern avenue,PM Peak,0.25,6
federal center sw,stadium armory,PM Peak,14.75,4
federal center sw,suitland,PM Peak,0.75,8
federal center sw,takoma,PM Peak,2.0,10
federal center sw,tenleytown au,PM Peak,3.0,10
federal center sw,twinbrook,PM Peak,3.75,16
federal center sw,u street,PM Peak,4.0,6
federal center sw,union station,PM Peak,8.25,5
federal center sw,van dorn street,PM Peak,5.0,9
federal center sw,van ness udc,PM Peak,2.25,9
federal center sw,vienna,PM Peak,23.75,12
federal center sw,virginia square gmu,PM Peak,3.25,7
federal center sw,waterfront,PM Peak,0.5,2
federal center sw,west falls church,PM Peak,7.25,10
federal center sw,wheaton,PM Peak,3.0,13
federal center sw,north bethesda,PM Peak,3.25,15
federal center sw,woodley park,PM Peak,8.5,7
federal triangle,addison road,PM Peak,6.0,10
federal triangle,anacostia,PM Peak,2.5,5
federal triangle,archives,PM Peak,2.5,3
federal triangle,arlington cemetery,PM Peak,35.25,4
federal triangle,ballston-mu,PM Peak,43.75,9
federal triangle,benning road,PM Peak,4.0,8
federal triangle,bethesda,PM Peak,32.25,9
federal triangle,braddock road,PM Peak,12.0,8
federal triangle,branch avenue,PM Peak,14.25,10
federal triangle,brookland cua,PM Peak,2.5,7
federal triangle,capitol heights,PM Peak,1.5,9
federal triangle,capitol south,PM Peak,18.75,4
federal triangle,cheverly,PM Peak,7.75,10
federal triangle,clarendon,PM Peak,30.5,7
federal triangle,cleveland park,PM Peak,2.5,5
federal triangle,college park university of maryland,PM Peak,4.75,11
federal triangle,columbia heights,PM Peak,10.5,6
federal triangle,congress heights,PM Peak,1.25,6
federal triangle,court house,PM Peak,31.25,6
federal triangle,crystal city,PM Peak,72.5,5
federal triangle,deanwood,PM Peak,0.5,9
federal triangle,dunn loring,PM Peak,34.5,12
federal triangle,dupont circle,PM Peak,53.5,3
federal triangle,east falls church,PM Peak,38.25,10
federal triangle,eastern market,PM Peak,24.5,5
federal triangle,eisenhower avenue,PM Peak,14.0,10
federal triangle,farragut north,PM Peak,8.75,2
federal triangle,farragut west,PM Peak,24.75,3
federal triangle,federal center sw,PM Peak,12.0,3
federal triangle,federal triangle,PM Peak,11.5,0
federal triangle,foggy bottom gwu,PM Peak,132.25,4
federal triangle,forest glen,PM Peak,4.75,11
federal triangle,fort totten,PM Peak,16.75,8
federal triangle,franconia springfield,PM Peak,62.0,11
federal triangle,friendship heights,PM Peak,14.0,8
federal triangle,gallery place,PM Peak,38.5,2
federal triangle,georgia avenue petworth,PM Peak,3.75,7
federal triangle,glenmont,PM Peak,6.0,13
federal triangle,greenbelt,PM Peak,11.5,12
federal triangle,grosvenor strathmore,PM Peak,8.0,11
federal triangle,huntington,PM Peak,22.25,11
federal triangle,judiciary square,PM Peak,7.0,3
federal triangle,king street old town,PM Peak,46.75,9
federal triangle,landover,PM Peak,1.75,11
federal triangle,largo,PM Peak,9.0,12
federal triangle,l'enfant plaza,PM Peak,19.5,2
federal triangle,mcpherson square,PM Peak,35.75,2
federal triangle,medical center,PM Peak,2.75,10
federal triangle,metro center,PM Peak,32.0,1
federal triangle,minnesota avenue,PM Peak,2.25,8
federal triangle,morgan boulevard,PM Peak,2.5,11
federal triangle,mount vernon square,PM Peak,0.25,3
federal triangle,navy yard ballpark,PM Peak,10.5,4
federal triangle,naylor road,PM Peak,1.25,8
federal triangle,new carrollton,PM Peak,47.5,12
federal triangle,noma gallaudet u,PM Peak,12.25,5
federal triangle,pentagon,PM Peak,13.75,3
federal triangle,pentagon city,PM Peak,113.75,4
federal triangle,potomac avenue,PM Peak,6.0,6
federal triangle,hyattsville crossing,PM Peak,2.0,10
federal triangle,national airport,PM Peak,13.25,6
federal triangle,rhode island avenue,PM Peak,2.75,6
federal triangle,rockville,PM Peak,5.0,14
federal triangle,rosslyn,PM Peak,92.25,5
federal triangle,shady grove,PM Peak,27.0,15
federal triangle,shaw howard university,PM Peak,1.0,4
federal triangle,silver spring,PM Peak,8.75,10
federal triangle,smithsonian,PM Peak,13.5,1
federal triangle,southern avenue,PM Peak,5.0,7
federal triangle,stadium armory,PM Peak,14.0,7
federal triangle,suitland,PM Peak,3.5,9
federal triangle,takoma,PM Peak,6.25,9
federal triangle,tenleytown au,PM Peak,8.0,7
federal triangle,twinbrook,PM Peak,3.5,13
federal triangle,u street,PM Peak,9.75,5
federal triangle,union station,PM Peak,54.75,4
federal triangle,van dorn street,PM Peak,19.25,10
federal triangle,van ness udc,PM Peak,5.5,6
federal triangle,vienna,PM Peak,103.0,13
federal triangle,virginia square gmu,PM Peak,10.75,8
federal triangle,waterfront,PM Peak,4.5,3
federal triangle,west falls church,PM Peak,37.5,11
federal triangle,west hyattsville,PM Peak,3.25,9
federal triangle,wheaton,PM Peak,3.0,12
federal triangle,north bethesda,PM Peak,2.25,12
federal triangle,woodley park,PM Peak,30.0,4
foggy bottom gwu,addison road,PM Peak,13.75,12
foggy bottom gwu,anacostia,PM Peak,29.25,7
foggy bottom gwu,archives,PM Peak,8.5,5
foggy bottom gwu,arlington cemetery,PM Peak,34.25,2
foggy bottom gwu,ballston-mu,PM Peak,128.25,5
foggy bottom gwu,benning road,PM Peak,17.0,10
foggy bottom gwu,bethesda,PM Peak,38.25,11
foggy bottom gwu,braddock road,PM Peak,32.25,8
foggy bottom gwu,branch avenue,PM Peak,26.5,12
foggy bottom gwu,brookland cua,PM Peak,24.0,9
foggy bottom gwu,capitol heights,PM Peak,9.0,11
foggy bottom gwu,capitol south,PM Peak,67.75,6
foggy bottom gwu,cheverly,PM Peak,9.75,12
foggy bottom gwu,clarendon,PM Peak,78.75,3
foggy bottom gwu,cleveland park,PM Peak,14.5,7
foggy bottom gwu,college park university of maryland,PM Peak,23.75,13
foggy bottom gwu,columbia heights,PM Peak,51.25,8
foggy bottom gwu,congress heights,PM Peak,10.5,8
foggy bottom gwu,court house,PM Peak,95.25,2
foggy bottom gwu,crystal city,PM Peak,195.75,5
foggy bottom gwu,deanwood,PM Peak,7.25,11
foggy bottom gwu,dunn loring,PM Peak,59.25,8
foggy bottom gwu,dupont circle,PM Peak,37.25,5
foggy bottom gwu,east falls church,PM Peak,84.5,6
foggy bottom gwu,eastern market,PM Peak,102.75,7
foggy bottom gwu,eisenhower avenue,PM Peak,12.25,10
foggy bottom gwu,farragut north,PM Peak,2.5,4
foggy bottom gwu,farragut west,PM Peak,33.25,1
foggy bottom gwu,federal center sw,PM Peak,17.75,5
foggy bottom gwu,federal triangle,PM Peak,50.75,4
foggy bottom gwu,foggy bottom gwu,PM Peak,55.5,0
foggy bottom gwu,forest glen,PM Peak,7.25,13
foggy bottom gwu,fort totten,PM Peak,58.25,10
foggy bottom gwu,franconia springfield,PM Peak,92.5,11
foggy bottom gwu,friendship heights,PM Peak,21.25,10
foggy bottom gwu,gallery place,PM Peak,76.75,4
foggy bottom gwu,georgia avenue petworth,PM Peak,21.75,9
foggy bottom gwu,glenmont,PM Peak,14.0,15
foggy bottom gwu,greenbelt,PM Peak,21.25,14
foggy bottom gwu,grosvenor strathmore,PM Peak,22.0,13
foggy bottom gwu,huntington,PM Peak,45.0,11
foggy bottom gwu,judiciary square,PM Peak,4.5,5
foggy bottom gwu,king street old town,PM Peak,121.0,9
foggy bottom gwu,landover,PM Peak,10.5,13
foggy bottom gwu,largo,PM Peak,20.0,14
foggy bottom gwu,l'enfant plaza,PM Peak,43.0,4
foggy bottom gwu,mcpherson square,PM Peak,65.0,2
foggy bottom gwu,medical center,PM Peak,6.0,12
foggy bottom gwu,metro center,PM Peak,209.0,3
foggy bottom gwu,minnesota avenue,PM Peak,15.25,10
foggy bottom gwu,morgan boulevard,PM Peak,5.5,13
foggy bottom gwu,mount vernon square,PM Peak,13.75,5
foggy bottom gwu,navy yard ballpark,PM Peak,74.0,6
foggy bottom gwu,naylor road,PM Peak,8.75,10
foggy bottom gwu,new carrollton,PM Peak,78.75,14
foggy bottom gwu,noma gallaudet u,PM Peak,20.5,7
foggy bottom gwu,pentagon,PM Peak,47.5,3
foggy bottom gwu,pentagon city,PM Peak,315.5,4
foggy bottom gwu,potomac avenue,PM Peak,32.75,8
foggy bottom gwu,hyattsville crossing,PM Peak,12.25,12
foggy bottom gwu,national airport,PM Peak,33.0,6
foggy bottom gwu,rhode island avenue,PM Peak,12.25,8
foggy bottom gwu,rockville,PM Peak,13.75,16
foggy bottom gwu,rosslyn,PM Peak,171.25,1
foggy bottom gwu,shady grove,PM Peak,59.0,17
foggy bottom gwu,shaw howard university,PM Peak,13.5,6
foggy bottom gwu,silver spring,PM Peak,51.75,12
foggy bottom gwu,smithsonian,PM Peak,108.75,5
foggy bottom gwu,southern avenue,PM Peak,17.0,9
foggy bottom gwu,stadium armory,PM Peak,60.5,9
foggy bottom gwu,suitland,PM Peak,15.75,11
foggy bottom gwu,takoma,PM Peak,14.0,11
foggy bottom gwu,tenleytown au,PM Peak,20.75,9
foggy bottom gwu,twinbrook,PM Peak,13.0,15
foggy bottom gwu,u street,PM Peak,37.0,7
foggy bottom gwu,union station,PM Peak,74.25,6
foggy bottom gwu,van dorn street,PM Peak,35.25,10
foggy bottom gwu,van ness udc,PM Peak,14.0,8
foggy bottom gwu,vienna,PM Peak,167.5,9
foggy bottom gwu,virginia square gmu,PM Peak,39.5,4
foggy bottom gwu,waterfront,PM Peak,22.75,5
foggy bottom gwu,west falls church,PM Peak,57.75,7
foggy bottom gwu,west hyattsville,PM Peak,11.5,11
foggy bottom gwu,wheaton,PM Peak,16.25,14
foggy bottom gwu,north bethesda,PM Peak,8.25,14
foggy bottom gwu,woodley park,PM Peak,39.25,6
forest glen,addison road,PM Peak,1.0,19
forest glen,anacostia,PM Peak,0.75,14
forest glen,archives,PM Peak,0.5,10
forest glen,ballston-mu,PM Peak,1.75,18
forest glen,benning road,PM Peak,0.25,17
forest glen,braddock road,PM Peak,0.75,17
forest glen,branch avenue,PM Peak,0.5,19
forest glen,brookland cua,PM Peak,3.75,4
forest glen,cheverly,PM Peak,0.5,19
forest glen,clarendon,PM Peak,0.5,16
forest glen,cleveland park,PM Peak,3.0,14
forest glen,college park university of maryland,PM Peak,1.0,6
forest glen,columbia heights,PM Peak,5.25,5
forest glen,congress heights,PM Peak,0.25,15
forest glen,court house,PM Peak,1.0,15
forest glen,crystal city,PM Peak,0.5,14
forest glen,deanwood,PM Peak,0.25,18
forest glen,dupont circle,PM Peak,11.5,12
forest glen,east falls church,PM Peak,0.25,19
forest glen,eastern market,PM Peak,2.75,14
forest glen,eisenhower avenue,PM Peak,0.25,19
forest glen,farragut north,PM Peak,7.75,11
forest glen,farragut west,PM Peak,0.25,12
forest glen,federal triangle,PM Peak,0.25,11
forest glen,foggy bottom gwu,PM Peak,2.5,13
forest glen,forest glen,PM Peak,5.75,0
forest glen,fort totten,PM Peak,5.75,3
forest glen,franconia springfield,PM Peak,0.5,20
forest glen,friendship heights,PM Peak,0.5,17
forest glen,gallery place,PM Peak,32.75,9
forest glen,georgia avenue petworth,PM Peak,1.0,4
forest glen,glenmont,PM Peak,4.75,2
forest glen,greenbelt,PM Peak,0.75,7
forest glen,huntington,PM Peak,0.25,20
forest glen,judiciary square,PM Peak,4.0,8
forest glen,king street old town,PM Peak,1.5,18
forest glen,landover,PM Peak,0.25,20
forest glen,l'enfant plaza,PM Peak,1.25,11
forest glen,mcpherson square,PM Peak,0.75,11
forest glen,metro center,PM Peak,11.25,10
forest glen,minnesota avenue,PM Peak,0.75,17
forest glen,morgan boulevard,PM Peak,0.25,20
forest glen,mount vernon square,PM Peak,1.5,8
forest glen,navy yard ballpark,PM Peak,34.25,13
forest glen,naylor road,PM Peak,0.5,17
forest glen,noma gallaudet u,PM Peak,3.0,6
forest glen,pentagon,PM Peak,1.25,12
forest glen,pentagon city,PM Peak,2.5,13
forest glen,potomac avenue,PM Peak,0.25,15
forest glen,hyattsville crossing,PM Peak,0.5,5
forest glen,national airport,PM Peak,1.5,15
forest glen,rhode island avenue,PM Peak,3.25,5
forest glen,rockville,PM Peak,0.25,23
forest glen,rosslyn,PM Peak,1.0,14
forest glen,shady grove,PM Peak,0.75,24
forest glen,shaw howard university,PM Peak,2.25,7
forest glen,silver spring,PM Peak,9.5,1
forest glen,smithsonian,PM Peak,1.75,12
forest glen,southern avenue,PM Peak,0.25,16
forest glen,stadium armory,PM Peak,4.25,16
forest glen,takoma,PM Peak,4.0,2
forest glen,tenleytown au,PM Peak,1.0,16
forest glen,u street,PM Peak,4.5,6
forest glen,union station,PM Peak,12.0,7
forest glen,van ness udc,PM Peak,1.75,15
forest glen,virginia square gmu,PM Peak,0.5,17
forest glen,waterfront,PM Peak,2.0,12
forest glen,west falls church,PM Peak,0.25,20
